"","X1","Date","Block","IUCR","Description","Arrest","Domestic","Beat","District","Ward","Year","Latitude","Longitude","date.only","hr","day.of.week","street.type","Primary.Type","Community.Area","FBI.Code","Location.Description"
"14517",14574,2018-07-08 16:00:00,"052XX S COTTAGE GROVE AVE","1320","TO VEHICLE","No","No","0233","002","4",2018,41.799978827,-87.606344711,2018-07-08,"16","Sunday","AVE","CRIMINAL DAMAGE","40","14","STREET"
"14518",14575,2018-12-25 21:30:00,"074XX S EXCHANGE AVE","0460","SIMPLE","No","No","0334","003","7",2018,41.760427566,-87.561246895,2018-12-25,"21","Tuesday","AVE","BATTERY","43","08B","STREET"
"14519",14576,2018-03-28 11:01:00,"108XX S DOTY AVE E","0820","$500 AND UNDER","No","No","0513","005","10",2018,41.697529691,-87.59491083,2018-03-28,"11","Wednesday","E","THEFT","51","06","SMALL RETAIL STORE"
"14520",14577,2018-04-13 05:55:00,"071XX S EAST END AVE","1310","TO PROPERTY","No","No","0324","003","5",2018,41.765318105,-87.583654287,2018-04-13,"5","Friday","AVE","CRIMINAL DAMAGE","43","14","ALLEY"
"14521",14578,2018-06-01 15:40:00,"060XX S PEORIA ST","0460","SIMPLE","No","No","0712","007","16",2018,41.784797052,-87.647333315,2018-06-01,"15","Friday","ST","BATTERY","68","08B","SCHOOL, PUBLIC, BUILDING"
"14522",14579,2018-05-15 16:30:00,"011XX W 122ND ST","0460","SIMPLE","No","No","0524","005","34",2018,41.672225539,-87.650612577,2018-05-15,"16","Tuesday","ST","BATTERY","53","08B","SCHOOL, PUBLIC, GROUNDS"
"14523",14580,2018-11-06 13:38:00,"079XX S PAULINA ST","2028","POSS: SYNTHETIC DRUGS","Yes","No","0611","006","17",2018,41.749831269,-87.665853089,2018-11-06,"13","Tuesday","ST","NARCOTICS","71","18","STREET"
"14524",14581,2018-10-28 03:05:00,"062XX S MAPLEWOOD AVE","0110","FIRST DEGREE MURDER","Yes","No","0825","008","16",2018,41.780536589,-87.68734253,2018-10-28,"3","Sunday","AVE","HOMICIDE","66","01A","STREET"
"14525",14582,2018-08-18 11:30:00,"061XX S HARLEM AVE","0810","OVER $500","No","No","0812","008","23",2018,41.779640305,-87.801004988,2018-08-18,"11","Saturday","AVE","THEFT","64","06","OTHER"
"14526",14583,2018-01-17 19:02:00,"078XX S MORGAN ST","1822","MANU/DEL:CANNABIS OVER 10 GMS","Yes","No","0621","006","17",2018,41.751433076,-87.648912696,2018-01-17,"19","Wednesday","ST","NARCOTICS","71","18","STREET"
"14527",14584,2018-03-20 12:00:00,"016XX S KEELER AVE","1310","TO PROPERTY","No","No","1012","010","24",2018,41.858071146,-87.729819907,2018-03-20,"12","Tuesday","AVE","CRIMINAL DAMAGE","29","14","RESIDENCE"
"14528",14585,2018-07-05 14:00:00,"010XX W MONTROSE AVE","0820","$500 AND UNDER","No","No","1915","019","46",2018,41.961756662,-87.656042253,2018-07-05,"14","Thursday","AVE","THEFT","3","06","STREET"
"14529",14586,2018-08-20 00:30:00,"066XX S HALSTED ST","1365","TO RESIDENCE","No","No","0723","007","6",2018,41.772972076,-87.644610871,2018-08-20,"0","Monday","ST","CRIMINAL TRESPASS","68","26","GAS STATION"
"14530",14587,2018-01-31 06:29:00,"090XX S HOUSTON AVE","0312","ARMED:KNIFE/CUTTING INSTRUMENT","No","No","0424","004","10",2018,41.73120076,-87.549895496,2018-01-31,"6","Wednesday","AVE","ROBBERY","46","03","SIDEWALK"
"14531",14588,2018-07-31 19:00:00,"005XX W 43RD PL","0810","OVER $500","No","No","0925","009","11",2018,41.815370027,-87.639842795,2018-07-31,"19","Tuesday","PL","THEFT","61","06","RESIDENCE"
"14532",14589,2018-06-12 14:30:00,"079XX S LAFAYETTE AVE","0910","AUTOMOBILE","No","No","0623","006","17",2018,41.750782715,-87.625813624,2018-06-12,"14","Tuesday","AVE","MOTOR VEHICLE THEFT","44","07","GAS STATION"
"14533",14590,2018-08-13 15:24:00,"047XX W NORTH AVE","0860","RETAIL THEFT","No","No","2533","025","37",2018,41.909633845,-87.745359528,2018-08-13,"15","Monday","AVE","THEFT","25","06","OTHER"
"14534",14591,2018-05-10 17:23:00,"0000X E GRAND AVE","0820","$500 AND UNDER","Yes","No","1834","018","42",2018,41.891694878,-87.626155832,2018-05-10,"17","Thursday","AVE","THEFT","8","06","DEPARTMENT STORE"
"14535",14592,2018-12-03 01:24:00,"033XX S WALLACE ST","051A","AGGRAVATED: HANDGUN","No","No","0915","009","11",2018,41.833534915,-87.641301653,2018-12-03,"1","Monday","ST","ASSAULT","60","04A","APARTMENT"
"14536",14593,2018-05-15 20:45:00,"017XX W WAVELAND AVE","0620","UNLAWFUL ENTRY","No","No","1922","019","47",2018,41.948756414,-87.672839645,2018-05-15,"20","Tuesday","AVE","BURGLARY","6","05","APARTMENT"
"14537",14594,2018-08-31 11:30:00,"004XX E 111TH ST","0560","SIMPLE","No","No","0513","005","9",2018,41.692754677,-87.611778633,2018-08-31,"11","Friday","ST","ASSAULT","49","08A","APARTMENT"
"14538",14595,2018-04-19 07:00:00,"030XX S TRUMBULL AVE","5002","OTHER VEHICLE OFFENSE","No","No","1032","010","22",2018,41.837808317,-87.71094636,2018-04-19,"7","Thursday","AVE","OTHER OFFENSE","30","26","STREET"
"14539",14596,2018-09-22 18:00:00,"002XX E RANDOLPH ST","0870","POCKET-PICKING","No","No","0114","001","42",2018,41.884276844,-87.622098929,2018-09-22,"18","Saturday","ST","THEFT","32","06","PARK PROPERTY"
"14540",14597,2018-05-17 15:30:00,"001XX W ONTARIO ST","0890","FROM BUILDING","No","No","1832","018","42",2018,41.893223483,-87.63153437,2018-05-17,"15","Thursday","ST","THEFT","8","06","RESTAURANT"
"14541",14598,2018-07-04 17:01:00,"008XX N MICHIGAN AVE","0860","RETAIL THEFT","Yes","No","1833","018","42",2018,41.897895128,-87.624096605,2018-07-04,"17","Wednesday","AVE","THEFT","8","06","DEPARTMENT STORE"
"14542",14599,2018-09-25 10:22:00,"005XX N TROY ST","2820","TELEPHONE THREAT","No","Yes","1221","012","27",2018,41.890944157,-87.705186172,2018-09-25,"10","Tuesday","ST","OTHER OFFENSE","23","26","APARTMENT"
"14543",14600,2018-11-21 14:00:00,"0000X N WABASH AVE","0460","SIMPLE","No","No","0112","001","42",2018,41.882529537,-87.626223856,2018-11-21,"14","Wednesday","AVE","BATTERY","32","08B","CTA STATION"
"14544",14601,2018-03-18 18:00:00,"035XX W THORNDALE AVE","0810","OVER $500","No","No","1711","017","39",2018,41.988403733,-87.718107222,2018-03-18,"18","Sunday","AVE","THEFT","13","06","VEHICLE NON-COMMERCIAL"
"14545",14602,2018-12-13 10:39:00,"020XX S ALLPORT ST","4387","VIOLATE ORDER OF PROTECTION","No","Yes","1235","012","25",2018,41.854855821,-87.657556721,2018-12-13,"10","Thursday","ST","OTHER OFFENSE","31","26","APARTMENT"
"14546",14603,2018-08-10 21:30:00,"111XX S STATE ST","0560","SIMPLE","No","No","0522","005","34",2018,41.692358646,-87.623096746,2018-08-10,"21","Friday","ST","ASSAULT","49","08A","GAS STATION"
"14547",14604,2018-10-14 04:15:00,"042XX W DIVISION ST","0460","SIMPLE","No","Yes","2534","025","37",2018,41.902580126,-87.731913541,2018-10-14,"4","Sunday","ST","BATTERY","23","08B","APARTMENT"
"14548",14605,2018-05-10 15:45:00,"088XX S COMMERCIAL AVE","0820","$500 AND UNDER","No","No","0423","004","10",2018,41.735102296,-87.551379554,2018-05-10,"15","Thursday","AVE","THEFT","46","06","SIDEWALK"
"14549",14606,2018-05-14 21:00:00,"039XX W 83RD ST","1310","TO PROPERTY","No","No","0834","008","18",2018,41.742200992,-87.720323863,2018-05-14,"21","Monday","ST","CRIMINAL DAMAGE","70","14","RESIDENCE-GARAGE"
"14550",14607,2018-01-13 10:00:00,"030XX W 83RD PL","1153","FINANCIAL IDENTITY THEFT OVER $ 300","No","No","0835","008","18",2018,41.741641552,-87.698662806,2018-01-13,"10","Saturday","PL","DECEPTIVE PRACTICE","70","11","RESIDENCE"
"14551",14608,2018-05-29 18:45:00,"039XX W DIVISION ST","2092","SOLICIT NARCOTICS ON PUBLICWAY","Yes","No","1112","011","27",2018,41.902680993,-87.725531918,2018-05-29,"18","Tuesday","ST","NARCOTICS","23","18","SIDEWALK"
"14552",14609,2018-08-26 18:30:00,"123XX S UNION AVE","0320","STRONGARM - NO WEAPON","No","No","0523","005","34",2018,41.67007175,-87.639245022,2018-08-26,"18","Sunday","AVE","ROBBERY","53","03","STREET"
"14553",14610,2018-04-02 13:32:00,"031XX W POLK ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","1134","011","24",2018,41.870974418,-87.704210493,2018-04-02,"13","Monday","ST","BATTERY","27","08B","RESIDENTIAL YARD (FRONT/BACK)"
"14554",14611,2018-12-04 16:35:00,"051XX W MADISON ST","0860","RETAIL THEFT","No","No","1533","015","28",2018,41.880383856,-87.75417643,2018-12-04,"16","Tuesday","ST","THEFT","25","06","SMALL RETAIL STORE"
"14555",14612,2018-03-03 23:30:00,"003XX N CICERO AVE","0910","AUTOMOBILE","No","No","1532","015","28",2018,41.886220625,-87.745486121,2018-03-03,"23","Saturday","AVE","MOTOR VEHICLE THEFT","25","07","STREET"
"14556",14613,2018-04-04 15:14:00,"018XX S HAMLIN AVE","143A","UNLAWFUL POSS OF HANDGUN","Yes","No","1014","010","24",2018,41.855974486,-87.719969068,2018-04-04,"15","Wednesday","AVE","WEAPONS VIOLATION","29","15","VACANT LOT/LAND"
"14557",14614,2018-06-11 17:00:00,"027XX S PRAIRIE AVE","1320","TO VEHICLE","No","No","0133","001","2",2018,41.844082493,-87.620437671,2018-06-11,"17","Monday","AVE","CRIMINAL DAMAGE","35","14","STREET"
"14558",14615,2018-09-03 09:50:00,"057XX W ROOSEVELT RD","0484","PRO EMP HANDS NO/MIN INJURY","No","No","1513","015","29",2018,41.865541907,-87.768294247,2018-09-03,"9","Monday","RD","BATTERY","25","08B","HOSPITAL BUILDING/GROUNDS"
"14559",14616,2018-12-04 12:52:00,"048XX N FRANCISCO AVE","0430","AGGRAVATED: OTHER DANG WEAPON","No","No","2031","020","40",2018,41.96938944,-87.700488807,2018-12-04,"12","Tuesday","AVE","BATTERY","4","04B","SCHOOL, PRIVATE, BUILDING"
"14560",14617,2018-10-03 21:08:00,"044XX W GEORGE ST","0560","SIMPLE","No","No","2523","025","31",2018,41.933465348,-87.738551144,2018-10-03,"21","Wednesday","ST","ASSAULT","20","08A","APARTMENT"
"14561",14618,2018-10-20 03:40:00,"059XX W SUPERIOR ST","0486","DOMESTIC BATTERY SIMPLE","Yes","Yes","1511","015","29",2018,41.893815214,-87.773752779,2018-10-20,"3","Saturday","ST","BATTERY","25","08B","RESIDENCE"
"14562",14619,2018-01-09 03:55:00,"026XX N MONTICELLO AVE","0810","OVER $500","No","No","2524","025","35",2018,41.929379787,-87.718347636,2018-01-09,"3","Tuesday","AVE","THEFT","22","06","STREET"
"14563",14620,2018-02-19 02:30:00,"036XX W CORNELIA AVE","0486","DOMESTIC BATTERY SIMPLE","Yes","Yes","1732","017","35",2018,41.944661905,-87.719288828,2018-02-19,"2","Monday","AVE","BATTERY","21","08B","RESIDENCE"
"14564",14621,2018-08-07 12:20:00,"056XX W ROOSEVELT RD","0860","RETAIL THEFT","No","No","1513","015","29",2018,41.865571921,-87.766032483,2018-08-07,"12","Tuesday","RD","THEFT","25","06","OTHER"
"14565",14622,2018-05-24 09:00:00,"042XX W MADISON ST","0820","$500 AND UNDER","No","No","1115","011","28",2018,41.880660786,-87.731186405,2018-05-24,"9","Thursday","ST","THEFT","26","06","STREET"
"14566",14623,2018-10-11 11:10:00,"048XX N MARINE DR","1310","TO PROPERTY","No","No","2024","020","48",2018,41.971266941,-87.650293145,2018-10-11,"11","Thursday","DR","CRIMINAL DAMAGE","3","14","RESIDENCE"
"14567",14624,2018-01-07 09:25:00,"029XX W FOSTER AVE","0910","AUTOMOBILE","No","No","2011","020","40",2018,41.975795702,-87.701719898,2018-01-07,"9","Sunday","AVE","MOTOR VEHICLE THEFT","4","07","STREET"
"14568",14625,2018-03-19 15:00:00,"050XX S PRAIRIE AVE","1150","CREDIT CARD FRAUD","No","No","0224","002","3",2018,41.803120801,-87.619435844,2018-03-19,"15","Monday","AVE","DECEPTIVE PRACTICE","38","11","TAVERN/LIQUOR STORE"
"14569",14626,2018-01-16 14:06:00,"041XX W POTOMAC AVE","2028","POSS: SYNTHETIC DRUGS","Yes","No","2534","025","37",2018,41.904417002,-87.730008129,2018-01-16,"14","Tuesday","AVE","NARCOTICS","23","18","STREET"
"14570",14627,2018-07-15 21:30:00,"0000X E WALTON ST","1154","FINANCIAL IDENTITY THEFT $300 AND UNDER","No","No","1833","018","42",2018,41.899945921,-87.627798561,2018-07-15,"21","Sunday","ST","DECEPTIVE PRACTICE","8","11","OTHER"
"14571",14628,2018-04-23 08:59:00,"015XX N DAYTON ST","0560","SIMPLE","No","Yes","1822","018","43",2018,41.909204242,-87.649452603,2018-04-23,"8","Monday","ST","ASSAULT","8","08A","STREET"
"14572",14629,2018-12-11 16:00:00,"033XX W DEVON AVE","051A","AGGRAVATED: HANDGUN","No","No","1711","017","50",2018,41.997341964,-87.712065116,2018-12-11,"16","Tuesday","AVE","ASSAULT","13","04A","STREET"
"14573",14630,2018-09-02 16:25:00,"014XX E 90TH ST","0460","SIMPLE","No","No","0413","004","8",2018,41.731385221,-87.590053619,2018-09-02,"16","Sunday","ST","BATTERY","48","08B","ALLEY"
"14574",14631,2018-05-26 13:37:00,"045XX W WEST END AVE","0110","FIRST DEGREE MURDER","No","No","1113","011","28",2018,41.883198401,-87.739461917,2018-05-26,"13","Saturday","AVE","HOMICIDE","26","01A","VACANT LOT"
"14575",14632,2018-07-14 19:00:00,"068XX S MARSHFIELD AVE","0486","DOMESTIC BATTERY SIMPLE","No","No","0725","007","17",2018,41.769696007,-87.665163316,2018-07-14,"19","Saturday","AVE","BATTERY","67","08B","RESIDENCE"
"14576",14633,2018-01-28 15:40:00,"041XX S PULASKI RD","0860","RETAIL THEFT","No","No","0815","008","14",2018,41.817718482,-87.72392574,2018-01-28,"15","Sunday","RD","THEFT","57","06","SMALL RETAIL STORE"
"14577",14634,2018-06-16 12:40:00,"048XX W NORTH AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","2533","025","37",2018,41.909614875,-87.747016581,2018-06-16,"12","Saturday","AVE","BATTERY","25","08B","GROCERY FOOD STORE"
"14578",14635,2018-12-14 12:00:00,"053XX S MARSHFIELD AVE","1154","FINANCIAL IDENTITY THEFT $300 AND UNDER","No","No","0932","009","16",2018,41.79696469,-87.665877661,2018-12-14,"12","Friday","AVE","DECEPTIVE PRACTICE","61","11","RESIDENCE"
"14579",14636,2018-09-04 12:30:00,"005XX E 79TH ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0624","006","6",2018,41.751188711,-87.610794771,2018-09-04,"12","Tuesday","ST","BATTERY","44","08B","PARKING LOT/GARAGE(NON.RESID.)"
"14580",14637,2018-05-20 22:50:00,"020XX N LAMON AVE","143A","UNLAWFUL POSS OF HANDGUN","Yes","No","2522","025","31",2018,41.917488363,-87.748686106,2018-05-20,"22","Sunday","AVE","WEAPONS VIOLATION","19","15","STREET"
"14581",14638,2018-05-19 11:30:00,"003XX N KENTON AVE","0810","OVER $500","No","No","1113","011","28",2018,41.885633919,-87.74025831,2018-05-19,"11","Saturday","AVE","THEFT","25","06","STREET"
"14582",14639,2018-04-10 15:30:00,"036XX W 16TH ST","0460","SIMPLE","No","No","1014","010","24",2018,41.858966525,-87.715509718,2018-04-10,"15","Tuesday","ST","BATTERY","29","08B","SIDEWALK"
"14583",14640,2018-12-02 19:00:00,"030XX S CHRISTIANA AVE","0820","$500 AND UNDER","No","No","1032","010","22",2018,41.838253417,-87.708516375,2018-12-02,"19","Sunday","AVE","THEFT","30","06","STREET"
"14584",14641,2018-06-19 22:35:00,"062XX S HOYNE AVE","0486","DOMESTIC BATTERY SIMPLE","Yes","Yes","0714","007","15",2018,41.780564857,-87.676357691,2018-06-19,"22","Tuesday","AVE","BATTERY","67","08B","RESIDENTIAL YARD (FRONT/BACK)"
"14585",14642,2018-12-17 23:30:00,"017XX N LUNA AVE","1320","TO VEHICLE","No","No","2532","025","37",2018,41.912179965,-87.764319387,2018-12-17,"23","Monday","AVE","CRIMINAL DAMAGE","25","14","APARTMENT"
"14586",14643,2018-12-13 16:15:00,"031XX W OGDEN AVE","1330","TO LAND","No","No","1022","010","24",2018,41.858213965,-87.704772409,2018-12-13,"16","Thursday","AVE","CRIMINAL TRESPASS","29","26","CURRENCY EXCHANGE"
"14587",14644,2018-01-14 17:45:00,"009XX N MICHIGAN AVE","0860","RETAIL THEFT","No","No","1833","018","42",2018,41.899410159,-87.624131266,2018-01-14,"17","Sunday","AVE","THEFT","8","06","DEPARTMENT STORE"
"14588",14645,2018-03-23 16:30:00,"071XX N PAULINA ST","1310","TO PROPERTY","Yes","Yes","2423","024","49",2018,42.011856365,-87.672338085,2018-03-23,"16","Friday","ST","CRIMINAL DAMAGE","1","14","APARTMENT"
"14589",14646,2018-09-04 20:00:00,"114XX S FAIRFIELD AVE","0810","OVER $500","No","No","2212","022","19",2018,41.68562039,-87.689559588,2018-09-04,"20","Tuesday","AVE","THEFT","75","06","VEHICLE NON-COMMERCIAL"
"14590",14647,2018-01-12 11:09:00,"015XX S STATE ST","0890","FROM BUILDING","No","No","0131","001","3",2018,41.860568255,-87.627266135,2018-01-12,"11","Friday","ST","THEFT","33","06","APARTMENT"
"14591",14648,2018-08-09 12:00:00,"091XX S SOUTH CHICAGO AVE","0820","$500 AND UNDER","No","No","0423","004","7",2018,41.729171506,-87.55456177,2018-08-09,"12","Thursday","AVE","THEFT","46","06","APARTMENT"
"14592",14649,2018-12-06 13:20:00,"009XX W NORTH AVE","0860","RETAIL THEFT","No","No","1813","018","2",2018,NA,NA,2018-12-06,"13","Thursday","AVE","THEFT","7","06","SMALL RETAIL STORE"
"14593",14650,2018-06-16 11:18:00,"042XX W ADAMS ST","2028","POSS: SYNTHETIC DRUGS","Yes","No","1115","011","28",2018,41.877904298,-87.731469321,2018-06-16,"11","Saturday","ST","NARCOTICS","26","18","SIDEWALK"
"14594",14651,2018-02-19 00:01:00,"116XX S WATKINS AVE","0910","AUTOMOBILE","No","No","2234","022","34",2018,41.682331813,-87.667729927,2018-02-19,"0","Monday","AVE","MOTOR VEHICLE THEFT","75","07","STREET"
"14595",14652,2018-09-25 14:38:00,"002XX S CANAL ST","143A","UNLAWFUL POSS OF HANDGUN","Yes","No","0121","001","2",2018,41.878840427,-87.639582928,2018-09-25,"14","Tuesday","ST","WEAPONS VIOLATION","28","15","OTHER RAILROAD PROP / TRAIN DEPOT"
"14596",14653,2018-11-18 13:00:00,"081XX S HARVARD AVE","2826","HARASSMENT BY ELECTRONIC MEANS","No","No","0622","006","21",2018,41.746583924,-87.632979788,2018-11-18,"13","Sunday","AVE","OTHER OFFENSE","44","26","RESIDENCE"
"14597",14654,2018-08-31 10:30:00,"009XX W BARRY AVE","0910","AUTOMOBILE","No","No","1933","019","44",2018,41.938120591,-87.652300915,2018-08-31,"10","Friday","AVE","MOTOR VEHICLE THEFT","6","07","STREET"
"14598",14655,2018-06-19 15:30:00,"032XX N KEDZIE AVE","0910","AUTOMOBILE","No","No","1733","017","35",2018,41.940510231,-87.707658764,2018-06-19,"15","Tuesday","AVE","MOTOR VEHICLE THEFT","21","07","PARKING LOT/GARAGE(NON.RESID.)"
"14599",14656,2018-07-02 14:50:00,"056XX S PERRY AVE","0610","FORCIBLE ENTRY","No","No","0225","002","3",2018,41.792195016,-87.627745649,2018-07-02,"14","Monday","AVE","BURGLARY","40","05","RESIDENCE"
"14600",14657,2018-03-23 16:30:00,"076XX S OGLESBY AVE","0610","FORCIBLE ENTRY","No","No","0414","004","7",2018,41.756704562,-87.567547739,2018-03-23,"16","Friday","AVE","BURGLARY","43","05","RESIDENCE"
"14601",14658,2018-11-30 02:00:00,"010XX W TAYLOR ST","1310","TO PROPERTY","No","No","1232","012","25",2018,41.869481624,-87.652728902,2018-11-30,"2","Friday","ST","CRIMINAL DAMAGE","28","14","BAR OR TAVERN"
"14602",14659,2018-06-02 17:30:00,"055XX S SHORE DR","0820","$500 AND UNDER","No","No","0235","002","5",2018,41.794828373,-87.580442725,2018-06-02,"17","Saturday","DR","THEFT","41","06","STREET"
"14603",14660,2018-11-13 18:10:00,"001XX S STATE ST","0430","AGGRAVATED: OTHER DANG WEAPON","No","No","0112","001","42",2018,41.879893301,-87.627721751,2018-11-13,"18","Tuesday","ST","BATTERY","32","04B","CTA PLATFORM"
"14604",14661,2018-10-30 08:30:00,"073XX S COLES AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0334","003","7",2018,41.7623881,-87.56100347,2018-10-30,"8","Tuesday","AVE","BATTERY","43","08B","APARTMENT"
"14605",14662,2018-12-28 08:30:00,"047XX N BEACON ST","0890","FROM BUILDING","No","No","1913","019","46",2018,41.967751324,-87.66422286,2018-12-28,"8","Friday","ST","THEFT","3","06","RESIDENCE PORCH/HALLWAY"
"14606",14663,2018-03-11 16:00:00,"026XX W LUTHER ST","0820","$500 AND UNDER","No","No","1034","010","12",2018,41.847126427,-87.691246136,2018-03-11,"16","Sunday","ST","THEFT","30","06","STREET"
"14607",14664,2018-03-01 14:02:00,"002XX W 110TH PL","0860","RETAIL THEFT","Yes","No","0513","005","34",2018,41.693432172,-87.628525849,2018-03-01,"14","Thursday","PL","THEFT","49","06","GROCERY FOOD STORE"
"14608",14665,2018-04-28 19:42:00,"018XX E 95TH ST","041A","AGGRAVATED: HANDGUN","No","No","0413","004","8",2018,41.722412673,-87.579728217,2018-04-28,"19","Saturday","ST","BATTERY","51","04B","VEHICLE NON-COMMERCIAL"
"14609",14666,2018-11-25 00:00:00,"028XX N RIDGEWAY AVE","0810","OVER $500","No","No","2523","025","30",2018,41.932623264,-87.720878028,2018-11-25,"0","Sunday","AVE","THEFT","21","06","VEHICLE NON-COMMERCIAL"
"14610",14667,2018-07-15 03:00:00,"050XX S ADA ST","1310","TO PROPERTY","No","No","0933","009","16",2018,41.802710686,-87.658739433,2018-07-15,"3","Sunday","ST","CRIMINAL DAMAGE","61","14","RESIDENCE"
"14611",14668,2018-07-28 14:00:00,"003XX E MONROE DR","0810","OVER $500","No","No","0114","001","42",2018,41.880887059,-87.619782686,2018-07-28,"14","Saturday","DR","THEFT","32","06","SIDEWALK"
"14612",14669,2018-09-01 08:56:00,"018XX W 50TH ST","5007","OTHER WEAPONS VIOLATION","Yes","No","0931","009","16",2018,41.803077553,-87.67132676,2018-09-01,"8","Saturday","ST","OTHER OFFENSE","61","26","STREET"
"14613",14670,2018-09-02 07:30:00,"014XX N DEARBORN ST","033A","ATTEMPT: ARMED-HANDGUN","No","No","1824","018","42",2018,41.908590818,-87.630128032,2018-09-02,"7","Sunday","ST","ROBBERY","8","03","STREET"
"14614",14671,2018-08-27 15:00:00,"035XX S MICHIGAN AVE","1110","BOGUS CHECK","No","No","0213","002","3",2018,41.830611847,-87.623247369,2018-08-27,"15","Monday","AVE","DECEPTIVE PRACTICE","35","11","RESIDENCE"
"14615",14672,2018-01-17 10:00:00,"031XX N DRAKE AVE","0820","$500 AND UNDER","No","No","1412","014","35",2018,41.93786671,-87.716123338,2018-01-17,"10","Wednesday","AVE","THEFT","21","06","VEHICLE NON-COMMERCIAL"
"14616",14673,2018-11-26 10:20:00,"084XX S CREGIER AVE","0497","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","No","Yes","0412","004","8",2018,41.742068155,-87.580678306,2018-11-26,"10","Monday","AVE","BATTERY","45","04B","APARTMENT"
"14617",14674,2018-11-05 07:45:00,"059XX W RACE AVE","0560","SIMPLE","Yes","Yes","1512","015","29",2018,41.890032444,-87.773506672,2018-11-05,"7","Monday","AVE","ASSAULT","25","08A","APARTMENT"
"14618",14675,2018-08-08 05:12:00,"031XX W NORTH AVE","031A","ARMED: HANDGUN","No","No","1421","014","26",2018,41.9101204,-87.706100347,2018-08-08,"5","Wednesday","AVE","ROBBERY","23","03","GAS STATION"
"14619",14676,2018-09-22 23:46:00,"051XX S TRUMBULL AVE","1020","BY FIRE","No","No","0822","008","14",2018,41.799964358,-87.709864025,2018-09-22,"23","Saturday","AVE","RARE CRIMES","63","09","VEHICLE NON-COMMERCIAL"
"14620",14677,2018-03-08 09:50:00,"088XX S EXCHANGE AVE","1320","TO VEHICLE","No","No","0423","004","10",2018,41.735084271,-87.552764692,2018-03-08,"9","Thursday","AVE","CRIMINAL DAMAGE","46","14","STREET"
"14621",14678,2018-06-06 00:00:00,"035XX N WESTERN AVE","1150","CREDIT CARD FRAUD","No","No","1921","019","47",2018,41.94537244,-87.688221187,2018-06-06,"0","Wednesday","AVE","DECEPTIVE PRACTICE","5","11","RESIDENCE"
"14622",14679,2018-11-12 20:30:00,"015XX N DAMEN AVE","1320","TO VEHICLE","No","No","1424","014","1",2018,41.908560535,-87.677409143,2018-11-12,"20","Monday","AVE","CRIMINAL DAMAGE","24","14","STREET"
"14623",14680,2018-02-23 11:00:00,"055XX W JACKSON BLVD","1122","COUNTERFEIT CHECK","No","No","1522","015","29",2018,41.87655044,-87.763563357,2018-02-23,"11","Friday","BLVD","DECEPTIVE PRACTICE","25","10","RESIDENCE"
"14624",14681,2018-03-05 13:01:00,"070XX S PULASKI RD","0860","RETAIL THEFT","Yes","No","0833","008","13",2018,41.765698047,-87.722438871,2018-03-05,"13","Monday","RD","THEFT","65","06","SMALL RETAIL STORE"
"14625",14682,2018-02-24 15:50:00,"054XX S CALIFORNIA AVE","1320","TO VEHICLE","No","No","0923","009","14",2018,41.795060019,-87.693834402,2018-02-24,"15","Saturday","AVE","CRIMINAL DAMAGE","63","14","ALLEY"
"14626",14683,2018-11-25 13:30:00,"052XX N NEW ENGLAND AVE","2825","HARASSMENT BY TELEPHONE","No","Yes","1613","016","41",2018,41.97622276,-87.798767914,2018-11-25,"13","Sunday","AVE","OTHER OFFENSE","10","26","RESIDENCE"
"14627",14684,2018-02-05 18:30:00,"016XX E 56TH ST","1320","TO VEHICLE","No","No","0235","002","5",2018,41.79340561,-87.5848746,2018-02-05,"18","Monday","ST","CRIMINAL DAMAGE","41","14","STREET"
"14628",14685,2018-12-15 10:24:00,"068XX S THROOP ST","0486","DOMESTIC BATTERY SIMPLE","Yes","Yes","0724","007","17",2018,41.769539234,-87.656664006,2018-12-15,"10","Saturday","ST","BATTERY","67","08B","APARTMENT"
"14629",14686,2018-12-08 19:00:00,"046XX N PULASKI RD","2021","POSS: BARBITUATES","Yes","No","1723","017","39",2018,41.965926234,-87.727964677,2018-12-08,"19","Saturday","RD","NARCOTICS","14","18","VEHICLE NON-COMMERCIAL"
"14630",14687,2018-05-23 17:00:00,"0000X E 118TH ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0532","005","9",2018,41.67986213,-87.621956595,2018-05-23,"17","Wednesday","ST","BATTERY","53","08B","STREET"
"14631",14688,2018-09-01 09:00:00,"075XX N PAULINA ST","0890","FROM BUILDING","No","No","2422","024","49",2018,42.018550411,-87.672986373,2018-09-01,"9","Saturday","ST","THEFT","1","06","OTHER"
"14632",14689,2018-03-06 08:30:00,"082XX S COMMERCIAL AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0424","004","7",2018,41.74598942,-87.551449002,2018-03-06,"8","Tuesday","AVE","BATTERY","46","08B","APARTMENT"
